id,role_id:id,skill_id:id,importance
req_dishwashing_cleaning_chemicals_safety,spec_dishwashing,spec_cleaning_chemicals_safety,core
req_dishwashing_cleaning_sanitation_routines,spec_dishwashing,spec_cleaning_sanitation_routines,core
req_dishwashing_personal_hygiene,spec_dishwashing,spec_personal_hygiene,core
req_dishwashing_slip_and_burn_prevention,spec_dishwashing,spec_slip_and_burn_prevention,core
req_dishwashing_crockery_and_cutlery_care,spec_dishwashing,spec_crockery_and_cutlery_care,common
req_dishwashing_waste_sorting,spec_dishwashing,spec_waste_sorting,common
req_dishwashing_manual_handling,spec_dishwashing,spec_manual_handling,common
req_dishwashing_teamwork,spec_dishwashing,spec_teamwork,common
req_dishwashing_equipment_cleaning_basics,spec_dishwashing,spec_equipment_cleaning_basics,common
req_chef_menu_development,spec_chef,spec_menu_development,core
req_chef_team_leadership,spec_chef,spec_team_leadership,core
req_chef_menu_costing,spec_chef,spec_menu_costing,core
req_chef_cost_control,spec_chef,spec_cost_control,core
req_chef_haccp,spec_chef,spec_haccp,core
req_chef_allergen_management,spec_chef,spec_allergen_management,core
req_chef_standard_recipe_cards,spec_chef,spec_standard_recipe_cards,core
req_chef_tasting_and_seasoning,spec_chef,spec_tasting_and_seasoning,core
req_chef_plating,spec_chef,spec_plating,core
req_chef_health_inspection_readiness,spec_chef,spec_health_inspection_readiness,core
req_chef_staff_scheduling,spec_chef,spec_staff_scheduling,common
req_chef_kitchen_ordering_par_levels,spec_chef,spec_kitchen_ordering_par_levels,common
req_chef_coaching_others,spec_chef,spec_coaching_others,common
req_chef_food_waste_reduction,spec_chef,spec_food_waste_reduction,common
req_kitchen_porter_manual_handling,spec_kitchen_porter,spec_manual_handling,core
req_kitchen_porter_waste_sorting,spec_kitchen_porter,spec_waste_sorting,core
req_kitchen_porter_cleaning_sanitation_routines,spec_kitchen_porter,spec_cleaning_sanitation_routines,core
req_kitchen_porter_personal_hygiene,spec_kitchen_porter,spec_personal_hygiene,core
req_kitchen_porter_slip_and_burn_prevention,spec_kitchen_porter,spec_slip_and_burn_prevention,core
req_kitchen_porter_receiving_deliveries,spec_kitchen_porter,spec_receiving_deliveries,common
req_kitchen_porter_stock_rotation_fifo,spec_kitchen_porter,spec_stock_rotation_fifo,common
req_kitchen_porter_cleaning_chemicals_safety,spec_kitchen_porter,spec_cleaning_chemicals_safety,common
req_kitchen_porter_kitchen_deep_cleaning,spec_kitchen_porter,spec_kitchen_deep_cleaning,common
req_kitchen_porter_pot_and_pan_washing,spec_kitchen_porter,spec_pot_and_pan_washing,common
req_kitchen_porter_cold_chain_handling,spec_kitchen_porter,spec_cold_chain_handling,common
req_kitchen_porter_teamwork,spec_kitchen_porter,spec_teamwork,common
req_kitchen_steward_team_leadership,spec_kitchen_steward,spec_team_leadership,core
req_kitchen_steward_inventory_counting,spec_kitchen_steward,spec_inventory_counting,core
req_kitchen_steward_crockery_and_cutlery_care,spec_kitchen_steward,spec_crockery_and_cutlery_care,core
req_kitchen_steward_cleaning_chemicals_safety,spec_kitchen_steward,spec_cleaning_chemicals_safety,core
req_kitchen_steward_dishwasher_operation,spec_kitchen_steward,spec_dishwasher_operation,core
req_kitchen_steward_kitchen_deep_cleaning,spec_kitchen_steward,spec_kitchen_deep_cleaning,core
req_kitchen_steward_staff_scheduling,spec_kitchen_steward,spec_staff_scheduling,common
req_kitchen_steward_pest_prevention,spec_kitchen_steward,spec_pest_prevention,common
req_kitchen_steward_waste_sorting,spec_kitchen_steward,spec_waste_sorting,common
req_kitchen_steward_health_inspection_readiness,spec_kitchen_steward,spec_health_inspection_readiness,common
req_kitchen_steward_cost_control,spec_kitchen_steward,spec_cost_control,common
req_kitchen_steward_coaching_others,spec_kitchen_steward,spec_coaching_others,common
req_kitchen_apprentice_personal_hygiene,spec_kitchen_apprentice,spec_personal_hygiene,core
req_kitchen_apprentice_food_safety_basics,spec_kitchen_apprentice,spec_food_safety_basics,core
req_kitchen_apprentice_knife_safety,spec_kitchen_apprentice,spec_knife_safety,core
req_kitchen_apprentice_following_recipes,spec_kitchen_apprentice,spec_following_recipes,core
req_kitchen_apprentice_teamwork,spec_kitchen_apprentice,spec_teamwork,core
req_kitchen_apprentice_slip_and_burn_prevention,spec_kitchen_apprentice,spec_slip_and_burn_prevention,core
req_kitchen_apprentice_knife_skills,spec_kitchen_apprentice,spec_knife_skills,common
req_kitchen_apprentice_mise_en_place,spec_kitchen_apprentice,spec_mise_en_place,common
req_kitchen_apprentice_culinary_terminology,spec_kitchen_apprentice,spec_culinary_terminology,common
req_kitchen_apprentice_cleaning_sanitation_routines,spec_kitchen_apprentice,spec_cleaning_sanitation_routines,common
req_chef_de_partie_station_management,spec_chef_de_partie,spec_station_management,core
req_chef_de_partie_cooking_methods,spec_chef_de_partie,spec_cooking_methods,core
req_chef_de_partie_mise_en_place,spec_chef_de_partie,spec_mise_en_place,core
req_chef_de_partie_plating,spec_chef_de_partie,spec_plating,core
req_chef_de_partie_tasting_and_seasoning,spec_chef_de_partie,spec_tasting_and_seasoning,core
req_chef_de_partie_coaching_others,spec_chef_de_partie,spec_coaching_others,core
req_chef_de_partie_food_safety_basics,spec_chef_de_partie,spec_food_safety_basics,core
req_chef_de_partie_portion_control,spec_chef_de_partie,spec_portion_control,core
req_chef_de_partie_kitchen_ordering_par_levels,spec_chef_de_partie,spec_kitchen_ordering_par_levels,common
req_chef_de_partie_haccp,spec_chef_de_partie,spec_haccp,common
req_chef_de_partie_shift_handover,spec_chef_de_partie,spec_shift_handover,common
req_chef_de_partie_standard_recipe_cards,spec_chef_de_partie,spec_standard_recipe_cards,common
req_sous_chef_team_leadership,spec_sous_chef,spec_team_leadership,core
req_sous_chef_staff_scheduling,spec_sous_chef,spec_staff_scheduling,core
req_sous_chef_expediting_the_pass,spec_sous_chef,spec_expediting_the_pass,core
req_sous_chef_cooking_methods,spec_sous_chef,spec_cooking_methods,core
req_sous_chef_haccp,spec_sous_chef,spec_haccp,core
req_sous_chef_kitchen_ordering_par_levels,spec_sous_chef,spec_kitchen_ordering_par_levels,core
req_sous_chef_coaching_others,spec_sous_chef,spec_coaching_others,core
req_sous_chef_shift_handover,spec_sous_chef,spec_shift_handover,core
req_sous_chef_inventory_counting,spec_sous_chef,spec_inventory_counting,common
req_sous_chef_cost_control,spec_sous_chef,spec_cost_control,common
req_sous_chef_standard_recipe_cards,spec_sous_chef,spec_standard_recipe_cards,common
req_sous_chef_health_inspection_readiness,spec_sous_chef,spec_health_inspection_readiness,common
req_sous_chef_food_waste_reduction,spec_sous_chef,spec_food_waste_reduction,common
req_sous_chef_plating,spec_sous_chef,spec_plating,common
req_executive_chef_team_leadership,spec_executive_chef,spec_team_leadership,core
req_executive_chef_menu_development,spec_executive_chef,spec_menu_development,core
req_executive_chef_cost_control,spec_executive_chef,spec_cost_control,core
req_executive_chef_menu_costing,spec_executive_chef,spec_menu_costing,core
req_executive_chef_haccp,spec_executive_chef,spec_haccp,core
req_executive_chef_kitchen_production_planning,spec_executive_chef,spec_kitchen_production_planning,core
req_executive_chef_standard_recipe_cards,spec_executive_chef,spec_standard_recipe_cards,core
req_executive_chef_coaching_others,spec_executive_chef,spec_coaching_others,core
req_executive_chef_kitchen_layout_workflow,spec_executive_chef,spec_kitchen_layout_workflow,common
req_executive_chef_staff_scheduling,spec_executive_chef,spec_staff_scheduling,common
req_executive_chef_health_inspection_readiness,spec_executive_chef,spec_health_inspection_readiness,common
req_executive_chef_halal_food_compliance,spec_executive_chef,spec_halal_food_compliance,common
req_head_of_kitchen_operations_kitchen_production_planning,spec_head_of_kitchen_operations,spec_kitchen_production_planning,core
req_head_of_kitchen_operations_kitchen_layout_workflow,spec_head_of_kitchen_operations,spec_kitchen_layout_workflow,core
req_head_of_kitchen_operations_cost_control,spec_head_of_kitchen_operations,spec_cost_control,core
req_head_of_kitchen_operations_staff_scheduling,spec_head_of_kitchen_operations,spec_staff_scheduling,core
req_head_of_kitchen_operations_team_leadership,spec_head_of_kitchen_operations,spec_team_leadership,core
req_head_of_kitchen_operations_kitchen_ordering_par_levels,spec_head_of_kitchen_operations,spec_kitchen_ordering_par_levels,core
req_head_of_kitchen_operations_haccp,spec_head_of_kitchen_operations,spec_haccp,core
req_head_of_kitchen_operations_health_inspection_readiness,spec_head_of_kitchen_operations,spec_health_inspection_readiness,core
req_head_of_kitchen_operations_food_waste_reduction,spec_head_of_kitchen_operations,spec_food_waste_reduction,common
req_head_of_kitchen_operations_fire_safety,spec_head_of_kitchen_operations,spec_fire_safety,common
req_head_of_kitchen_operations_inventory_counting,spec_head_of_kitchen_operations,spec_inventory_counting,common
req_kitchen_supervisor_team_leadership,spec_kitchen_supervisor,spec_team_leadership,core
req_kitchen_supervisor_shift_handover,spec_kitchen_supervisor,spec_shift_handover,core
req_kitchen_supervisor_food_safety_basics,spec_kitchen_supervisor,spec_food_safety_basics,core
req_kitchen_supervisor_cleaning_sanitation_routines,spec_kitchen_supervisor,spec_cleaning_sanitation_routines,core
req_kitchen_supervisor_staff_scheduling,spec_kitchen_supervisor,spec_staff_scheduling,common
req_kitchen_supervisor_haccp,spec_kitchen_supervisor,spec_haccp,common
req_kitchen_supervisor_portion_control,spec_kitchen_supervisor,spec_portion_control,common
req_kitchen_supervisor_inventory_counting,spec_kitchen_supervisor,spec_inventory_counting,common
req_kitchen_supervisor_cooking_methods,spec_kitchen_supervisor,spec_cooking_methods,common
req_kitchen_supervisor_retained_food_samples,spec_kitchen_supervisor,spec_retained_food_samples,common
req_kitchen_supervisor_coaching_others,spec_kitchen_supervisor,spec_coaching_others,common
req_sauce_cook_stock_making,spec_sauce_cook,spec_stock_making,core
req_sauce_cook_classical_sauces,spec_sauce_cook,spec_classical_sauces,core
req_sauce_cook_emulsified_sauces,spec_sauce_cook,spec_emulsified_sauces,core
req_sauce_cook_sauteing_pan_frying,spec_sauce_cook,spec_sauteing_pan_frying,core
req_sauce_cook_tasting_and_seasoning,spec_sauce_cook,spec_tasting_and_seasoning,core
req_sauce_cook_mise_en_place,spec_sauce_cook,spec_mise_en_place,core
req_sauce_cook_braising_stewing,spec_sauce_cook,spec_braising_stewing,common
req_sauce_cook_station_management,spec_sauce_cook,spec_station_management,common
req_sauce_cook_temperature_control,spec_sauce_cook,spec_temperature_control,common
req_sauce_cook_culinary_terminology,spec_sauce_cook,spec_culinary_terminology,common
req_fish_cook_fish_and_seafood_preparation,spec_fish_cook,spec_fish_and_seafood_preparation,core
req_fish_cook_cooking_methods,spec_fish_cook,spec_cooking_methods,core
req_fish_cook_sauteing_pan_frying,spec_fish_cook,spec_sauteing_pan_frying,core
req_fish_cook_knife_skills,spec_fish_cook,spec_knife_skills,core
req_fish_cook_cold_chain_handling,spec_fish_cook,spec_cold_chain_handling,core
req_fish_cook_allergen_management,spec_fish_cook,spec_allergen_management,core
req_fish_cook_deep_frying,spec_fish_cook,spec_deep_frying,common
req_fish_cook_classical_sauces,spec_fish_cook,spec_classical_sauces,common
req_fish_cook_doneness_testing,spec_fish_cook,spec_doneness_testing,common
req_fish_cook_plating,spec_fish_cook,spec_plating,common
req_roast_cook_dry_heat_roasting,spec_roast_cook,spec_dry_heat_roasting,core
req_roast_cook_doneness_testing,spec_roast_cook,spec_doneness_testing,core
req_roast_cook_temperature_control,spec_roast_cook,spec_temperature_control,core
req_roast_cook_braising_stewing,spec_roast_cook,spec_braising_stewing,common
req_roast_cook_classical_sauces,spec_roast_cook,spec_classical_sauces,common
req_roast_cook_meat_butchery,spec_roast_cook,spec_meat_butchery,common
req_roast_cook_combi_oven_operation,spec_roast_cook,spec_combi_oven_operation,common
req_roast_cook_tasting_and_seasoning,spec_roast_cook,spec_tasting_and_seasoning,common
req_roast_cook_portion_control,spec_roast_cook,spec_portion_control,common
req_roast_cook_vertical_rotisserie_cooking,spec_roast_cook,spec_vertical_rotisserie_cooking,specialist
req_grill_cook_grilling_broiling,spec_grill_cook,spec_grilling_broiling,core
req_grill_cook_doneness_testing,spec_grill_cook,spec_doneness_testing,core
req_grill_cook_reading_order_tickets,spec_grill_cook,spec_reading_order_tickets,core
req_grill_cook_slip_and_burn_prevention,spec_grill_cook,spec_slip_and_burn_prevention,core
req_grill_cook_griddle_cooking,spec_grill_cook,spec_griddle_cooking,common
req_grill_cook_meat_marinating,spec_grill_cook,spec_meat_marinating,common
req_grill_cook_charcoal_fire_management,spec_grill_cook,spec_charcoal_fire_management,common
req_grill_cook_portion_control,spec_grill_cook,spec_portion_control,common
req_grill_cook_gas_range_safety,spec_grill_cook,spec_gas_range_safety,common
req_grill_cook_time_management,spec_grill_cook,spec_time_management,common
req_fry_cook_deep_frying,spec_fry_cook,spec_deep_frying,core
req_fry_cook_fryer_operation_and_oil_care,spec_fry_cook,spec_fryer_operation_and_oil_care,core
req_fry_cook_fire_safety,spec_fry_cook,spec_fire_safety,core
req_fry_cook_slip_and_burn_prevention,spec_fry_cook,spec_slip_and_burn_prevention,core
req_fry_cook_portion_control,spec_fry_cook,spec_portion_control,common
req_fry_cook_time_management,spec_fry_cook,spec_time_management,common
req_fry_cook_reading_order_tickets,spec_fry_cook,spec_reading_order_tickets,common
req_fry_cook_allergen_management,spec_fry_cook,spec_allergen_management,common
req_fry_cook_waste_sorting,spec_fry_cook,spec_waste_sorting,common
req_entremetier_moist_heat_cooking,spec_entremetier,spec_moist_heat_cooking,core
req_entremetier_egg_cookery,spec_entremetier,spec_egg_cookery,core
req_entremetier_classical_vegetable_cuts,spec_entremetier,spec_classical_vegetable_cuts,core
req_entremetier_mise_en_place,spec_entremetier,spec_mise_en_place,core
req_entremetier_sauteing_pan_frying,spec_entremetier,spec_sauteing_pan_frying,common
req_entremetier_legume_and_grain_preparation,spec_entremetier,spec_legume_and_grain_preparation,common
req_entremetier_soup_making,spec_entremetier,spec_soup_making,common
req_entremetier_plating,spec_entremetier,spec_plating,common
req_entremetier_vegetarian_cooking,spec_entremetier,spec_vegetarian_cooking,common
req_soup_cook_soup_making,spec_soup_cook,spec_soup_making,core
req_soup_cook_stock_making,spec_soup_cook,spec_stock_making,core
req_soup_cook_moist_heat_cooking,spec_soup_cook,spec_moist_heat_cooking,core
req_soup_cook_tasting_and_seasoning,spec_soup_cook,spec_tasting_and_seasoning,core
req_soup_cook_legume_and_grain_preparation,spec_soup_cook,spec_legume_and_grain_preparation,common
req_soup_cook_batch_cooking,spec_soup_cook,spec_batch_cooking,common
req_soup_cook_cook_chill,spec_soup_cook,spec_cook_chill,common
req_soup_cook_hot_holding_and_reheating,spec_soup_cook,spec_hot_holding_and_reheating,common
req_vegetable_cook_classical_vegetable_cuts,spec_vegetable_cook,spec_classical_vegetable_cuts,core
req_vegetable_cook_greens_washing_disinfection,spec_vegetable_cook,spec_greens_washing_disinfection,core
req_vegetable_cook_moist_heat_cooking,spec_vegetable_cook,spec_moist_heat_cooking,core
req_vegetable_cook_knife_skills,spec_vegetable_cook,spec_knife_skills,core
req_vegetable_cook_sauteing_pan_frying,spec_vegetable_cook,spec_sauteing_pan_frying,common
req_vegetable_cook_vegetarian_cooking,spec_vegetable_cook,spec_vegetarian_cooking,common
req_vegetable_cook_dry_heat_roasting,spec_vegetable_cook,spec_dry_heat_roasting,common
req_vegetable_cook_garnishing,spec_vegetable_cook,spec_garnishing,common
req_garde_manger_garde_manger_cold_preparations,spec_garde_manger,spec_garde_manger_cold_preparations,core
req_garde_manger_salad_and_dressing,spec_garde_manger,spec_salad_and_dressing,core
req_garde_manger_garnishing,spec_garde_manger,spec_garnishing,core
req_garde_manger_cold_chain_handling,spec_garde_manger,spec_cold_chain_handling,core
req_garde_manger_allergen_management,spec_garde_manger,spec_allergen_management,core
req_garde_manger_knife_skills,spec_garde_manger,spec_knife_skills,core
req_garde_manger_emulsified_sauces,spec_garde_manger,spec_emulsified_sauces,common
req_garde_manger_fruit_and_vegetable_carving,spec_garde_manger,spec_fruit_and_vegetable_carving,common
req_garde_manger_buffet_food_replenishment,spec_garde_manger,spec_buffet_food_replenishment,common
req_garde_manger_food_labeling,spec_garde_manger,spec_food_labeling,common
req_garde_manger_curing_and_smoking,spec_garde_manger,spec_curing_and_smoking,specialist
req_relief_cook_cooking_methods,spec_relief_cook,spec_cooking_methods,core
req_relief_cook_station_management,spec_relief_cook,spec_station_management,core
req_relief_cook_mise_en_place,spec_relief_cook,spec_mise_en_place,core
req_relief_cook_reading_order_tickets,spec_relief_cook,spec_reading_order_tickets,core
req_relief_cook_teamwork,spec_relief_cook,spec_teamwork,core
req_relief_cook_shift_handover,spec_relief_cook,spec_shift_handover,core
req_relief_cook_classical_sauces,spec_relief_cook,spec_classical_sauces,common
req_relief_cook_grilling_broiling,spec_relief_cook,spec_grilling_broiling,common
req_relief_cook_deep_frying,spec_relief_cook,spec_deep_frying,common
req_relief_cook_garde_manger_cold_preparations,spec_relief_cook,spec_garde_manger_cold_preparations,common
req_kitchen_butcher_meat_butchery,spec_kitchen_butcher,spec_meat_butchery,core
req_kitchen_butcher_poultry_preparation,spec_kitchen_butcher,spec_poultry_preparation,core
req_kitchen_butcher_slicer_and_grinder_operation,spec_kitchen_butcher,spec_slicer_and_grinder_operation,core
req_kitchen_butcher_knife_skills,spec_kitchen_butcher,spec_knife_skills,core
req_kitchen_butcher_knife_safety,spec_kitchen_butcher,spec_knife_safety,core
req_kitchen_butcher_portion_control,spec_kitchen_butcher,spec_portion_control,core
req_kitchen_butcher_cold_chain_handling,spec_kitchen_butcher,spec_cold_chain_handling,core
req_kitchen_butcher_ground_meat_preparation,spec_kitchen_butcher,spec_ground_meat_preparation,common
req_kitchen_butcher_recipe_scaling_and_yield,spec_kitchen_butcher,spec_recipe_scaling_and_yield,common
req_kitchen_butcher_vacuum_packing,spec_kitchen_butcher,spec_vacuum_packing,common
req_kitchen_butcher_halal_food_compliance,spec_kitchen_butcher,spec_halal_food_compliance,common
req_kitchen_butcher_offal_preparation,spec_kitchen_butcher,spec_offal_preparation,common
req_fish_preparer_fish_and_seafood_preparation,spec_fish_preparer,spec_fish_and_seafood_preparation,core
req_fish_preparer_knife_skills,spec_fish_preparer,spec_knife_skills,core
req_fish_preparer_knife_safety,spec_fish_preparer,spec_knife_safety,core
req_fish_preparer_cold_chain_handling,spec_fish_preparer,spec_cold_chain_handling,core
req_fish_preparer_cleaning_sanitation_routines,spec_fish_preparer,spec_cleaning_sanitation_routines,core
req_fish_preparer_vacuum_packing,spec_fish_preparer,spec_vacuum_packing,common
req_fish_preparer_recipe_scaling_and_yield,spec_fish_preparer,spec_recipe_scaling_and_yield,common
req_fish_preparer_food_labeling,spec_fish_preparer,spec_food_labeling,common
req_fish_preparer_allergen_management,spec_fish_preparer,spec_allergen_management,common
req_salad_cook_salad_and_dressing,spec_salad_cook,spec_salad_and_dressing,core
req_salad_cook_greens_washing_disinfection,spec_salad_cook,spec_greens_washing_disinfection,core
req_salad_cook_knife_skills,spec_salad_cook,spec_knife_skills,core
req_salad_cook_cold_chain_handling,spec_salad_cook,spec_cold_chain_handling,core
req_salad_cook_classical_vegetable_cuts,spec_salad_cook,spec_classical_vegetable_cuts,common
req_salad_cook_allergen_management,spec_salad_cook,spec_allergen_management,common
req_salad_cook_portion_control,spec_salad_cook,spec_portion_control,common
req_salad_cook_garnishing,spec_salad_cook,spec_garnishing,common
req_salad_cook_food_labeling,spec_salad_cook,spec_food_labeling,common
req_breakfast_cook_egg_cookery,spec_breakfast_cook,spec_egg_cookery,core
req_breakfast_cook_griddle_cooking,spec_breakfast_cook,spec_griddle_cooking,core
req_breakfast_cook_time_management,spec_breakfast_cook,spec_time_management,core
req_breakfast_cook_live_cooking_station,spec_breakfast_cook,spec_live_cooking_station,common
req_breakfast_cook_buffet_food_replenishment,spec_breakfast_cook,spec_buffet_food_replenishment,common
req_breakfast_cook_hot_holding_and_reheating,spec_breakfast_cook,spec_hot_holding_and_reheating,common
req_breakfast_cook_legume_and_grain_preparation,spec_breakfast_cook,spec_legume_and_grain_preparation,common
req_breakfast_cook_reading_order_tickets,spec_breakfast_cook,spec_reading_order_tickets,common
req_breakfast_cook_customer_service,spec_breakfast_cook,spec_customer_service,common
req_short_order_cook_griddle_cooking,spec_short_order_cook,spec_griddle_cooking,core
req_short_order_cook_reading_order_tickets,spec_short_order_cook,spec_reading_order_tickets,core
req_short_order_cook_time_management,spec_short_order_cook,spec_time_management,core
req_short_order_cook_food_safety_basics,spec_short_order_cook,spec_food_safety_basics,core
req_short_order_cook_grilling_broiling,spec_short_order_cook,spec_grilling_broiling,common
req_short_order_cook_deep_frying,spec_short_order_cook,spec_deep_frying,common
req_short_order_cook_egg_cookery,spec_short_order_cook,spec_egg_cookery,common
req_short_order_cook_sandwich_assembly,spec_short_order_cook,spec_sandwich_assembly,common
req_short_order_cook_slip_and_burn_prevention,spec_short_order_cook,spec_slip_and_burn_prevention,common
req_expeditor_expediting_the_pass,spec_expeditor,spec_expediting_the_pass,core
req_expeditor_reading_order_tickets,spec_expeditor,spec_reading_order_tickets,core
req_expeditor_plating,spec_expeditor,spec_plating,core
req_expeditor_menu_knowledge,spec_expeditor,spec_menu_knowledge,core
req_expeditor_allergen_management,spec_expeditor,spec_allergen_management,core
req_expeditor_time_management,spec_expeditor,spec_time_management,core
req_expeditor_teamwork,spec_expeditor,spec_teamwork,core
req_expeditor_digital_ordering_platforms,spec_expeditor,spec_digital_ordering_platforms,common
req_expeditor_complaint_handling,spec_expeditor,spec_complaint_handling,common
req_private_chef_private_client_cooking,spec_private_chef,spec_private_client_cooking,core
req_private_chef_menu_development,spec_private_chef,spec_menu_development,core
req_private_chef_allergen_management,spec_private_chef,spec_allergen_management,core
req_private_chef_cooking_methods,spec_private_chef,spec_cooking_methods,core
req_private_chef_special_diet_cooking,spec_private_chef,spec_special_diet_cooking,common
req_private_chef_plating,spec_private_chef,spec_plating,common
req_private_chef_kitchen_ordering_par_levels,spec_private_chef,spec_kitchen_ordering_par_levels,common
req_private_chef_persian_hospitality_etiquette,spec_private_chef,spec_persian_hospitality_etiquette,common
req_private_chef_regional_iranian_cuisine,spec_private_chef,spec_regional_iranian_cuisine,common
req_private_chef_international_cuisines,spec_private_chef,spec_international_cuisines,common
req_development_chef_menu_development,spec_development_chef,spec_menu_development,core
req_development_chef_standard_recipe_cards,spec_development_chef,spec_standard_recipe_cards,core
req_development_chef_recipe_scaling_and_yield,spec_development_chef,spec_recipe_scaling_and_yield,core
req_development_chef_menu_costing,spec_development_chef,spec_menu_costing,core
req_development_chef_tasting_and_seasoning,spec_development_chef,spec_tasting_and_seasoning,core
req_development_chef_allergen_management,spec_development_chef,spec_allergen_management,core
req_development_chef_cook_chill,spec_development_chef,spec_cook_chill,common
req_development_chef_sous_vide_cooking,spec_development_chef,spec_sous_vide_cooking,common
req_development_chef_special_diet_cooking,spec_development_chef,spec_special_diet_cooking,common
req_development_chef_food_labeling,spec_development_chef,spec_food_labeling,common
req_development_chef_international_cuisines,spec_development_chef,spec_international_cuisines,common
req_cloud_kitchen_cook_cooking_methods,spec_cloud_kitchen_cook,spec_cooking_methods,core
req_cloud_kitchen_cook_following_recipes,spec_cloud_kitchen_cook,spec_following_recipes,core
req_cloud_kitchen_cook_digital_ordering_platforms,spec_cloud_kitchen_cook,spec_digital_ordering_platforms,core
req_cloud_kitchen_cook_delivery_packaging,spec_cloud_kitchen_cook,spec_delivery_packaging,core
req_cloud_kitchen_cook_reading_order_tickets,spec_cloud_kitchen_cook,spec_reading_order_tickets,core
req_cloud_kitchen_cook_time_management,spec_cloud_kitchen_cook,spec_time_management,core
req_cloud_kitchen_cook_portion_control,spec_cloud_kitchen_cook,spec_portion_control,core
req_cloud_kitchen_cook_food_safety_basics,spec_cloud_kitchen_cook,spec_food_safety_basics,core
req_cloud_kitchen_cook_food_labeling,spec_cloud_kitchen_cook,spec_food_labeling,common
req_cloud_kitchen_cook_allergen_management,spec_cloud_kitchen_cook,spec_allergen_management,common
