id,scheme_id:id,code,name,name_en,level,parent_id:id
kc_isced_078,kscheme_isced_f_2013,078,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه مهندسی، تولید و ساخت‌وساز,"Inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",narrow,kc_isced_07
kc_isced_079,kscheme_isced_f_2013,079,مهندسی، تولید و ساخت‌وساز، طبقه‌بندی‌نشده در جای دیگر,"Engineering, manufacturing and construction not elsewhere classified",narrow,kc_isced_07
kc_isced_080,kscheme_isced_f_2013,080,کشاورزی، جنگلداری، شیلات و دامپزشکی، بدون تعریف دقیق‌تر,"Agriculture, forestry, fisheries and veterinary not further defined",narrow,kc_isced_08
kc_isced_081,kscheme_isced_f_2013,081,کشاورزی,Agriculture,narrow,kc_isced_08
kc_isced_082,kscheme_isced_f_2013,082,جنگلداری,Forestry,narrow,kc_isced_08
kc_isced_083,kscheme_isced_f_2013,083,شیلات,Fisheries,narrow,kc_isced_08
kc_isced_084,kscheme_isced_f_2013,084,دامپزشکی,Veterinary,narrow,kc_isced_08
kc_isced_088,kscheme_isced_f_2013,088,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه کشاورزی، جنگلداری، شیلات و دامپزشکی,"Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary",narrow,kc_isced_08
kc_isced_089,kscheme_isced_f_2013,089,کشاورزی، جنگلداری، شیلات و دامپزشکی، طبقه‌بندی‌نشده در جای دیگر,"Agriculture, forestry, fisheries and veterinary not elsewhere classified",narrow,kc_isced_08
kc_isced_090,kscheme_isced_f_2013,090,سلامت و رفاه اجتماعی، بدون تعریف دقیق‌تر,Health and welfare not further defined,narrow,kc_isced_09
kc_isced_091,kscheme_isced_f_2013,091,سلامت,Health,narrow,kc_isced_09
kc_isced_092,kscheme_isced_f_2013,092,رفاه اجتماعی,Welfare,narrow,kc_isced_09
kc_isced_098,kscheme_isced_f_2013,098,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه سلامت و رفاه اجتماعی,Inter-disciplinary programmes and qualifications involving health and welfare,narrow,kc_isced_09
kc_isced_099,kscheme_isced_f_2013,099,سلامت و رفاه اجتماعی، طبقه‌بندی‌نشده در جای دیگر,Health and welfare not elsewhere classified,narrow,kc_isced_09
kc_isced_100,kscheme_isced_f_2013,100,خدمات، بدون تعریف دقیق‌تر,Services not further defined,narrow,kc_isced_10
kc_isced_101,kscheme_isced_f_2013,101,خدمات فردی,Personal services,narrow,kc_isced_10
kc_isced_102,kscheme_isced_f_2013,102,خدمات بهداشت عمومی و بهداشت حرفه‌ای,Hygiene and occupational health services,narrow,kc_isced_10
kc_isced_103,kscheme_isced_f_2013,103,خدمات امنیتی و حفاظتی,Security services,narrow,kc_isced_10
kc_isced_104,kscheme_isced_f_2013,104,خدمات حمل‌ونقل,Transport services,narrow,kc_isced_10
kc_isced_108,kscheme_isced_f_2013,108,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه خدمات,Inter-disciplinary programmes and qualifications involving services,narrow,kc_isced_10
kc_isced_109,kscheme_isced_f_2013,109,خدمات، طبقه‌بندی‌نشده در جای دیگر,Services not elsewhere classified,narrow,kc_isced_10
kc_isced_999,kscheme_isced_f_2013,999,رشته نامعلوم,Field unknown,narrow,kc_isced_99
kc_isced_0000,kscheme_isced_f_2013,0000,برنامه‌ها و مدارک عمومی، بدون تعریف دقیق‌تر,Generic programmes and qualifications not further defined,detailed,kc_isced_000
kc_isced_0011,kscheme_isced_f_2013,0011,برنامه‌ها و مدارک پایه,Basic programmes and qualifications,detailed,kc_isced_001
kc_isced_0021,kscheme_isced_f_2013,0021,سوادآموزی و حساب,Literacy and numeracy,detailed,kc_isced_002
kc_isced_0031,kscheme_isced_f_2013,0031,مهارت‌های فردی و رشد شخصی,Personal skills and development,detailed,kc_isced_003
kc_isced_0099,kscheme_isced_f_2013,0099,برنامه‌ها و مدارک عمومی، طبقه‌بندی‌نشده در جای دیگر,Generic programmes and qualifications not elsewhere classified,detailed,kc_isced_009
kc_isced_0110,kscheme_isced_f_2013,0110,آموزش، بدون تعریف دقیق‌تر,Education not further defined,detailed,kc_isced_011
kc_isced_0111,kscheme_isced_f_2013,0111,علوم تربیتی,Education science,detailed,kc_isced_011
kc_isced_0112,kscheme_isced_f_2013,0112,تربیت مربی پیش‌دبستانی,Training for pre-school teachers,detailed,kc_isced_011
kc_isced_0113,kscheme_isced_f_2013,0113,تربیت معلم بدون تخصص موضوعی,Teacher training without subject specialisation,detailed,kc_isced_011
kc_isced_0114,kscheme_isced_f_2013,0114,تربیت معلم با تخصص موضوعی,Teacher training with subject specialisation,detailed,kc_isced_011
kc_isced_0119,kscheme_isced_f_2013,0119,آموزش، طبقه‌بندی‌نشده در جای دیگر,Education not elsewhere classified,detailed,kc_isced_011
kc_isced_0188,kscheme_isced_f_2013,0188,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه آموزش,Inter-disciplinary programmes and qualifications involving education,detailed,kc_isced_018
kc_isced_0200,kscheme_isced_f_2013,0200,هنر و علوم انسانی، بدون تعریف دقیق‌تر,Arts and humanities not further defined,detailed,kc_isced_020
kc_isced_0210,kscheme_isced_f_2013,0210,هنر، بدون تعریف دقیق‌تر,Arts not further defined,detailed,kc_isced_021
kc_isced_0211,kscheme_isced_f_2013,0211,فنون دیداری‌شنیداری و تولید رسانه,Audio-visual techniques and media production,detailed,kc_isced_021
kc_isced_0212,kscheme_isced_f_2013,0212,طراحی مد، طراحی داخلی و طراحی صنعتی,"Fashion, interior and industrial design",detailed,kc_isced_021
kc_isced_0213,kscheme_isced_f_2013,0213,هنرهای زیبا,Fine arts,detailed,kc_isced_021
kc_isced_0214,kscheme_isced_f_2013,0214,صنایع دستی,Handicrafts,detailed,kc_isced_021
kc_isced_0215,kscheme_isced_f_2013,0215,موسیقی و هنرهای نمایشی,Music and performing arts,detailed,kc_isced_021
kc_isced_0219,kscheme_isced_f_2013,0219,هنر، طبقه‌بندی‌نشده در جای دیگر,Arts not elsewhere classified,detailed,kc_isced_021
kc_isced_0220,kscheme_isced_f_2013,0220,علوم انسانی (به‌جز زبان‌ها)، بدون تعریف دقیق‌تر,Humanities (except languages) not further defined,detailed,kc_isced_022
kc_isced_0221,kscheme_isced_f_2013,0221,دین و الهیات,Religion and theology,detailed,kc_isced_022
kc_isced_0222,kscheme_isced_f_2013,0222,تاریخ و باستان‌شناسی,History and archaeology,detailed,kc_isced_022
kc_isced_0223,kscheme_isced_f_2013,0223,فلسفه و اخلاق,Philosophy and ethics,detailed,kc_isced_022
kc_isced_0229,kscheme_isced_f_2013,0229,علوم انسانی (به‌جز زبان‌ها)، طبقه‌بندی‌نشده در جای دیگر,Humanities (except languages) not elsewhere classified,detailed,kc_isced_022
kc_isced_0230,kscheme_isced_f_2013,0230,زبان‌ها، بدون تعریف دقیق‌تر,Languages not further defined,detailed,kc_isced_023
kc_isced_0231,kscheme_isced_f_2013,0231,زبان‌آموزی,Language acquisition,detailed,kc_isced_023
kc_isced_0232,kscheme_isced_f_2013,0232,ادبیات و زبان‌شناسی,Literature and linguistics,detailed,kc_isced_023
kc_isced_0239,kscheme_isced_f_2013,0239,زبان‌ها، طبقه‌بندی‌نشده در جای دیگر,Languages not elsewhere classified,detailed,kc_isced_023
kc_isced_0288,kscheme_isced_f_2013,0288,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه هنر و علوم انسانی,Inter-disciplinary programmes and qualifications involving arts and humanities,detailed,kc_isced_028
kc_isced_0299,kscheme_isced_f_2013,0299,هنر و علوم انسانی، طبقه‌بندی‌نشده در جای دیگر,Arts and humanities not elsewhere classified,detailed,kc_isced_029
kc_isced_0300,kscheme_isced_f_2013,0300,علوم اجتماعی، روزنامه‌نگاری و اطلاع‌رسانی، بدون تعریف دقیق‌تر,"Social sciences, journalism and information not further defined",detailed,kc_isced_030
kc_isced_0310,kscheme_isced_f_2013,0310,علوم اجتماعی و رفتاری، بدون تعریف دقیق‌تر,Social and behavioural sciences not further defined,detailed,kc_isced_031
kc_isced_0311,kscheme_isced_f_2013,0311,اقتصاد,Economics,detailed,kc_isced_031
kc_isced_0312,kscheme_isced_f_2013,0312,علوم سیاسی و تعلیمات مدنی,Political sciences and civics,detailed,kc_isced_031
kc_isced_0313,kscheme_isced_f_2013,0313,روان‌شناسی,Psychology,detailed,kc_isced_031
kc_isced_0314,kscheme_isced_f_2013,0314,جامعه‌شناسی و مطالعات فرهنگی,Sociology and cultural studies,detailed,kc_isced_031
kc_isced_0319,kscheme_isced_f_2013,0319,علوم اجتماعی و رفتاری، طبقه‌بندی‌نشده در جای دیگر,Social and behavioural sciences not elsewhere classified,detailed,kc_isced_031
kc_isced_0320,kscheme_isced_f_2013,0320,روزنامه‌نگاری و اطلاع‌رسانی، بدون تعریف دقیق‌تر,Journalism and information not further defined,detailed,kc_isced_032
kc_isced_0321,kscheme_isced_f_2013,0321,روزنامه‌نگاری و خبرنگاری,Journalism and reporting,detailed,kc_isced_032
kc_isced_0322,kscheme_isced_f_2013,0322,کتابداری، اطلاع‌رسانی و مطالعات آرشیوی,"Library, information and archival studies",detailed,kc_isced_032
kc_isced_0329,kscheme_isced_f_2013,0329,روزنامه‌نگاری و اطلاع‌رسانی، طبقه‌بندی‌نشده در جای دیگر,Journalism and information not elsewhere classified,detailed,kc_isced_032
kc_isced_0388,kscheme_isced_f_2013,0388,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه علوم اجتماعی، روزنامه‌نگاری و اطلاع‌رسانی,"Inter-disciplinary programmes and qualifications involving social sciences, journalism and information",detailed,kc_isced_038
kc_isced_0399,kscheme_isced_f_2013,0399,علوم اجتماعی، روزنامه‌نگاری و اطلاع‌رسانی، طبقه‌بندی‌نشده در جای دیگر,"Social sciences, journalism and information not elsewhere classified",detailed,kc_isced_039
kc_isced_0400,kscheme_isced_f_2013,0400,کسب‌وکار، امور اداری و حقوق، بدون تعریف دقیق‌تر,"Business, administration and law not further defined",detailed,kc_isced_040
kc_isced_0410,kscheme_isced_f_2013,0410,کسب‌وکار و امور اداری، بدون تعریف دقیق‌تر,Business and administration not further defined,detailed,kc_isced_041
kc_isced_0411,kscheme_isced_f_2013,0411,حسابداری و مالیات,Accounting and taxation,detailed,kc_isced_041
kc_isced_0412,kscheme_isced_f_2013,0412,مالی، بانکداری و بیمه,"Finance, banking and insurance",detailed,kc_isced_041
kc_isced_0413,kscheme_isced_f_2013,0413,مدیریت و امور اداری,Management and administration,detailed,kc_isced_041
kc_isced_0414,kscheme_isced_f_2013,0414,بازاریابی و تبلیغات,Marketing and advertising,detailed,kc_isced_041
kc_isced_0415,kscheme_isced_f_2013,0415,منشی‌گری و امور دفتری,Secretarial and office work,detailed,kc_isced_041
kc_isced_0416,kscheme_isced_f_2013,0416,فروش عمده و خرده,Wholesale and retail sales,detailed,kc_isced_041
kc_isced_0417,kscheme_isced_f_2013,0417,مهارت‌های کاری,Work skills,detailed,kc_isced_041
kc_isced_0419,kscheme_isced_f_2013,0419,کسب‌وکار و امور اداری، طبقه‌بندی‌نشده در جای دیگر,Business and administration not elsewhere classified,detailed,kc_isced_041
kc_isced_0421,kscheme_isced_f_2013,0421,حقوق,Law,detailed,kc_isced_042
kc_isced_0488,kscheme_isced_f_2013,0488,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه کسب‌وکار، امور اداری و حقوق,"Inter-disciplinary programmes and qualifications involving business, administration and law",detailed,kc_isced_048
kc_isced_0499,kscheme_isced_f_2013,0499,کسب‌وکار، امور اداری و حقوق، طبقه‌بندی‌نشده در جای دیگر,"Business, administration and law not elsewhere classified",detailed,kc_isced_049
kc_isced_0500,kscheme_isced_f_2013,0500,علوم طبیعی، ریاضیات و آمار، بدون تعریف دقیق‌تر,"Natural sciences, mathematics and statistics not further defined",detailed,kc_isced_050
kc_isced_0510,kscheme_isced_f_2013,0510,علوم زیستی و علوم وابسته، بدون تعریف دقیق‌تر,Biological and related sciences not further defined,detailed,kc_isced_051
kc_isced_0511,kscheme_isced_f_2013,0511,زیست‌شناسی,Biology,detailed,kc_isced_051
kc_isced_0512,kscheme_isced_f_2013,0512,زیست‌شیمی (بیوشیمی),Biochemistry,detailed,kc_isced_051
kc_isced_0519,kscheme_isced_f_2013,0519,علوم زیستی و علوم وابسته، طبقه‌بندی‌نشده در جای دیگر,Biological and related sciences not elsewhere classified,detailed,kc_isced_051
kc_isced_0520,kscheme_isced_f_2013,0520,محیط زیست، بدون تعریف دقیق‌تر,Environment not further defined,detailed,kc_isced_052
kc_isced_0521,kscheme_isced_f_2013,0521,علوم محیط زیست,Environmental sciences,detailed,kc_isced_052
kc_isced_0522,kscheme_isced_f_2013,0522,محیط‌های طبیعی و حیات وحش,Natural environments and wildlife,detailed,kc_isced_052
kc_isced_0529,kscheme_isced_f_2013,0529,محیط زیست، طبقه‌بندی‌نشده در جای دیگر,Environment not elsewhere classified,detailed,kc_isced_052
kc_isced_0530,kscheme_isced_f_2013,0530,علوم فیزیکی، بدون تعریف دقیق‌تر,Physical sciences not further defined,detailed,kc_isced_053
kc_isced_0531,kscheme_isced_f_2013,0531,شیمی,Chemistry,detailed,kc_isced_053
kc_isced_0532,kscheme_isced_f_2013,0532,علوم زمین,Earth sciences,detailed,kc_isced_053
kc_isced_0533,kscheme_isced_f_2013,0533,فیزیک,Physics,detailed,kc_isced_053
kc_isced_0539,kscheme_isced_f_2013,0539,علوم فیزیکی، طبقه‌بندی‌نشده در جای دیگر,Physical sciences not elsewhere classified,detailed,kc_isced_053
kc_isced_0540,kscheme_isced_f_2013,0540,ریاضیات و آمار، بدون تعریف دقیق‌تر,Mathematics and statistics not further defined,detailed,kc_isced_054
kc_isced_0541,kscheme_isced_f_2013,0541,ریاضیات,Mathematics,detailed,kc_isced_054
kc_isced_0542,kscheme_isced_f_2013,0542,آمار,Statistics,detailed,kc_isced_054
kc_isced_0588,kscheme_isced_f_2013,0588,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه علوم طبیعی، ریاضیات و آمار,"Inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics",detailed,kc_isced_058
kc_isced_0599,kscheme_isced_f_2013,0599,علوم طبیعی، ریاضیات و آمار، طبقه‌بندی‌نشده در جای دیگر,"Natural sciences, mathematics and statistics not elsewhere classified",detailed,kc_isced_059
kc_isced_0610,kscheme_isced_f_2013,0610,فناوری اطلاعات و ارتباطات (فاوا)، بدون تعریف دقیق‌تر,Information and Communication Technologies (ICTs) not further defined,detailed,kc_isced_061
kc_isced_0611,kscheme_isced_f_2013,0611,کاربرد رایانه,Computer use,detailed,kc_isced_061
kc_isced_0612,kscheme_isced_f_2013,0612,طراحی و مدیریت پایگاه داده و شبکه,Database and network design and administration,detailed,kc_isced_061
kc_isced_0613,kscheme_isced_f_2013,0613,توسعه و تحلیل نرم‌افزار و برنامه‌های کاربردی,Software and applications development and analysis,detailed,kc_isced_061
kc_isced_0619,kscheme_isced_f_2013,0619,فناوری اطلاعات و ارتباطات (فاوا)، طبقه‌بندی‌نشده در جای دیگر,Information and Communication Technologies (ICTs) not elsewhere classified,detailed,kc_isced_061
kc_isced_0688,kscheme_isced_f_2013,0688,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه فناوری اطلاعات و ارتباطات (فاوا),Inter-disciplinary programmes and qualifications involving Information and Communication Technologies (ICTs),detailed,kc_isced_068
kc_isced_0700,kscheme_isced_f_2013,0700,مهندسی، تولید و ساخت‌وساز، بدون تعریف دقیق‌تر,"Engineering, manufacturing and construction not further defined",detailed,kc_isced_070
kc_isced_0710,kscheme_isced_f_2013,0710,مهندسی و حرفه‌های مهندسی، بدون تعریف دقیق‌تر,Engineering and engineering trades not further defined,detailed,kc_isced_071
kc_isced_0711,kscheme_isced_f_2013,0711,مهندسی شیمی و فرایندها,Chemical engineering and processes,detailed,kc_isced_071
kc_isced_0712,kscheme_isced_f_2013,0712,فناوری حفاظت از محیط زیست,Environmental protection technology,detailed,kc_isced_071
kc_isced_0713,kscheme_isced_f_2013,0713,برق و انرژی,Electricity and energy,detailed,kc_isced_071
kc_isced_0714,kscheme_isced_f_2013,0714,الکترونیک و خودکارسازی (اتوماسیون),Electronics and automation,detailed,kc_isced_071
kc_isced_0715,kscheme_isced_f_2013,0715,مکانیک و حرفه‌های فلزکاری,Mechanics and metal trades,detailed,kc_isced_071
kc_isced_0716,kscheme_isced_f_2013,0716,وسایل نقلیه موتوری، کشتی و هواپیما,"Motor vehicles, ships and aircraft",detailed,kc_isced_071
kc_isced_0719,kscheme_isced_f_2013,0719,مهندسی و حرفه‌های مهندسی، طبقه‌بندی‌نشده در جای دیگر,Engineering and engineering trades not elsewhere classified,detailed,kc_isced_071
kc_isced_0720,kscheme_isced_f_2013,0720,تولید و فرآوری، بدون تعریف دقیق‌تر,Manufacturing and processing not further defined,detailed,kc_isced_072
kc_isced_0721,kscheme_isced_f_2013,0721,فرآوری مواد غذایی,Food processing,detailed,kc_isced_072
kc_isced_0722,kscheme_isced_f_2013,0722,مواد (شیشه، کاغذ، پلاستیک و چوب),"Materials (glass, paper, plastic and wood)",detailed,kc_isced_072
kc_isced_0723,kscheme_isced_f_2013,0723,نساجی (پوشاک، کفش و چرم),"Textiles (clothes, footwear and leather)",detailed,kc_isced_072
kc_isced_0724,kscheme_isced_f_2013,0724,معدن و استخراج,Mining and extraction,detailed,kc_isced_072
kc_isced_0729,kscheme_isced_f_2013,0729,تولید و فرآوری، طبقه‌بندی‌نشده در جای دیگر,Manufacturing and processing not elsewhere classified,detailed,kc_isced_072
kc_isced_0730,kscheme_isced_f_2013,0730,معماری و ساخت‌وساز، بدون تعریف دقیق‌تر,Architecture and construction not further defined,detailed,kc_isced_073
kc_isced_0731,kscheme_isced_f_2013,0731,معماری و شهرسازی,Architecture and town planning,detailed,kc_isced_073
kc_isced_0732,kscheme_isced_f_2013,0732,ساختمان و مهندسی عمران,Building and civil engineering,detailed,kc_isced_073
kc_isced_0788,kscheme_isced_f_2013,0788,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه مهندسی، تولید و ساخت‌وساز,"Inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",detailed,kc_isced_078
kc_isced_0799,kscheme_isced_f_2013,0799,مهندسی، تولید و ساخت‌وساز، طبقه‌بندی‌نشده در جای دیگر,"Engineering, manufacturing and construction not elsewhere classified",detailed,kc_isced_079
kc_isced_0800,kscheme_isced_f_2013,0800,کشاورزی، جنگلداری، شیلات و دامپزشکی، بدون تعریف دقیق‌تر,"Agriculture, forestry, fisheries and veterinary not further defined",detailed,kc_isced_080
kc_isced_0810,kscheme_isced_f_2013,0810,کشاورزی، بدون تعریف دقیق‌تر,Agriculture not further defined,detailed,kc_isced_081
kc_isced_0811,kscheme_isced_f_2013,0811,تولید محصولات زراعی و دامی,Crop and livestock production,detailed,kc_isced_081
kc_isced_0812,kscheme_isced_f_2013,0812,باغبانی,Horticulture,detailed,kc_isced_081
kc_isced_0819,kscheme_isced_f_2013,0819,کشاورزی، طبقه‌بندی‌نشده در جای دیگر,Agriculture not elsewhere classified,detailed,kc_isced_081
kc_isced_0821,kscheme_isced_f_2013,0821,جنگلداری,Forestry,detailed,kc_isced_082
kc_isced_0831,kscheme_isced_f_2013,0831,شیلات,Fisheries,detailed,kc_isced_083
kc_isced_0841,kscheme_isced_f_2013,0841,دامپزشکی,Veterinary,detailed,kc_isced_084
kc_isced_0888,kscheme_isced_f_2013,0888,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه کشاورزی، جنگلداری، شیلات و دامپزشکی,"Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary",detailed,kc_isced_088
kc_isced_0899,kscheme_isced_f_2013,0899,کشاورزی، جنگلداری، شیلات و دامپزشکی، طبقه‌بندی‌نشده در جای دیگر,"Agriculture, forestry, fisheries and veterinary not elsewhere classified",detailed,kc_isced_089
kc_isced_0900,kscheme_isced_f_2013,0900,سلامت و رفاه اجتماعی، بدون تعریف دقیق‌تر,Health and welfare not further defined,detailed,kc_isced_090
kc_isced_0910,kscheme_isced_f_2013,0910,سلامت، بدون تعریف دقیق‌تر,Health not further defined,detailed,kc_isced_091
kc_isced_0911,kscheme_isced_f_2013,0911,دندان‌پزشکی,Dental studies,detailed,kc_isced_091
kc_isced_0912,kscheme_isced_f_2013,0912,پزشکی,Medicine,detailed,kc_isced_091
kc_isced_0913,kscheme_isced_f_2013,0913,پرستاری و مامایی,Nursing and midwifery,detailed,kc_isced_091
kc_isced_0914,kscheme_isced_f_2013,0914,فناوری تشخیص و درمان پزشکی,Medical diagnostic and treatment technology,detailed,kc_isced_091
kc_isced_0915,kscheme_isced_f_2013,0915,درمان و توان‌بخشی,Therapy and rehabilitation,detailed,kc_isced_091
kc_isced_0916,kscheme_isced_f_2013,0916,داروسازی,Pharmacy,detailed,kc_isced_091
